blockchain,address,date,generatedRewards,generatedCommission,action,tags,asset,hash
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-09,0,5.486847450750232,Accrued daily commission,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-commission-1681084799.053439
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-09,0.0013089272023303201,0,Accrued daily rewards,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-rewards-1681084799.053439
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-09,0,225.2713817994547,Accrued daily commission,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-commission-1681084799.053439
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-09,74.47779644126499,0,Accrued daily rewards,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-rewards-1681084799.053439
cosmos,cosmos18fxad5suew67h4upymy0nm36m99k8jfltq2ptp,2023-04-09,22.71029124218343,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1681084799.053439
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-09,0,68.01676896627664,Accrued daily commission,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-commission-1681084799.053439
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-09,6.082300018926106e-10,0,Accrued daily rewards,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-rewards-1681084799.053439
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-09,0,15.775055397966593,Accrued daily commission,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-commission-1681084799.053439
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-09,0.001256176185694243,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1681084799.053439
cosmos,cosmos1yn0dfvvxaalfmrd6eulgfw0efre4zmmnhwmxyk,2023-04-09,295.578020813488,0,Accrued daily rewards,[],ATOM,cosmosvaloper1crqm3598z6qmyn2kkcl9dz7uqs4qdqnr6s8jdn-rewards-1681084799.053439
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-09,0,2.6859375385326483,Accrued daily commission,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-commission-1681084799.053439
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-09,0.0013107934852164872,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1681084799.053439
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-09,0,-2.180897971302569,Accrued daily commission,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-commission-1681084799.053439
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-09,-9.736232460300016e-07,0,Accrued daily rewards,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-rewards-1681084799.053439
cosmos,cosmos13nvnv6q8d3yg7tjeahjzljkqu0y27s8yqd2guk,2023-04-09,0,433.5169270669327,Accrued daily commission,['HAUNVENTURES-COSMOS-01'],ATOM,cosmosvaloper13nvnv6q8d3yg7tjeahjzljkqu0y27s8y9e7as9-commission-1681084799.053439
cosmos,cosmos1nwqx9h5fuctqd56h0kjpyyrgk3v4sg9m4fcs9v,2023-04-09,31.404404642356873,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1681084799.053439
cosmos,cosmos1nwqx9h5fuctqd56h0kjpyyrgk3v4sg9m4fcs9v,2023-04-09,31.404404642356873,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1681084799.0
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-09,0,15.775055397966593,Accrued daily commission,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-commission-1681084799.0
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-09,0.001256176185694243,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1681084799.0
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-09,0,-2.180897971302569,Accrued daily commission,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-commission-1681084799.0
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-09,-9.736232460300016e-07,0,Accrued daily rewards,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-rewards-1681084799.0
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-09,0,5.486847450750232,Accrued daily commission,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-commission-1681084799.0
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-09,0.0013089272023303201,0,Accrued daily rewards,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-rewards-1681084799.0
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-09,0,2.6859375385326483,Accrued daily commission,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-commission-1681084799.0
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-09,0.0013107934852164872,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1681084799.0
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-09,0,225.2713817994547,Accrued daily commission,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-commission-1681084799.0
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-09,0,68.01676896627664,Accrued daily commission,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-commission-1681084799.0
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-09,74.47779644126499,0,Accrued daily rewards,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-rewards-1681084799.0
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-09,6.082300018926106e-10,0,Accrued daily rewards,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-rewards-1681084799.0
cosmos,cosmos13nvnv6q8d3yg7tjeahjzljkqu0y27s8yqd2guk,2023-04-09,0,433.5169270669327,Accrued daily commission,['HAUNVENTURES-COSMOS-01'],ATOM,cosmosvaloper13nvnv6q8d3yg7tjeahjzljkqu0y27s8y9e7as9-commission-1681084799.0
cosmos,cosmos1a3yjj7d3qnx4spgvjcwjq9cw9snrrrhu3rw8nv,2023-04-09,0.001081,0,Claim rewards from proof of stake,['CRYPTO-RELIABILITY-MAINNET'],ATOM,9C0740B44A8DA2B8326990C8AAAE60372026491408C38312C9610B0A1AB3F40E
cosmos,cosmos1a3yjj7d3qnx4spgvjcwjq9cw9snrrrhu3rw8nv,2023-04-09,0,2432.902782,Claim rewards from proof of stake,['CRYPTO-RELIABILITY-MAINNET'],ATOM,9C0740B44A8DA2B8326990C8AAAE60372026491408C38312C9610B0A1AB3F40E
cosmos,cosmos13nvnv6q8d3yg7tjeahjzljkqu0y27s8yqd2guk,2023-04-08,0,433.5970498479929,Accrued daily commission,['HAUNVENTURES-COSMOS-01'],ATOM,cosmosvaloper13nvnv6q8d3yg7tjeahjzljkqu0y27s8y9e7as9-commission-1680998399.94321
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-08,0,67.87306945261066,Accrued daily commission,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-commission-1680998399.94321
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-08,6.069456900908996e-10,0,Accrued daily rewards,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-rewards-1680998399.94321
cosmos,cosmos18fxad5suew67h4upymy0nm36m99k8jfltq2ptp,2023-04-08,22.681537689659507,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1680998399.94321
cosmos,cosmos1yn0dfvvxaalfmrd6eulgfw0efre4zmmnhwmxyk,2023-04-08,295.0186660841427,0,Accrued daily rewards,[],ATOM,cosmosvaloper1crqm3598z6qmyn2kkcl9dz7uqs4qdqnr6s8jdn-rewards-1680998399.94321
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-08,0,225.24819413129902,Accrued daily commission,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-commission-1680998399.94321
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-08,74.46129686547434,0,Accrued daily rewards,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-rewards-1680998399.94321
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-08,0,2.6829338789217396,Accrued daily commission,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-commission-1680998399.94321
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-08,0.0013091338865383714,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1680998399.94321
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-08,0,1.3774770199590922,Accrued daily commission,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-commission-1680998399.94321
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-08,5.800623928959964e-07,0,Accrued daily rewards,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-rewards-1680998399.94321
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-08,0,5.517735242133498,Accrued daily commission,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-commission-1680998399.94321
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-08,0.0013163016198615078,0,Accrued daily rewards,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-rewards-1680998399.94321
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-08,0,15.734125103807763,Accrued daily commission,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-commission-1680998399.94321
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-08,0.00125491767402177,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1680998399.94321
cosmos,cosmos1nwqx9h5fuctqd56h0kjpyyrgk3v4sg9m4fcs9v,2023-04-08,31.372941850543977,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1680998399.94321
cosmos,cosmos1nwqx9h5fuctqd56h0kjpyyrgk3v4sg9m4fcs9v,2023-04-08,31.372941850543977,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1680998399.0
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-08,0,15.734125103807763,Accrued daily commission,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-commission-1680998399.0
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-08,0.00125491767402177,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1680998399.0
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-08,0,1.3774770199590922,Accrued daily commission,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-commission-1680998399.0
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-08,5.800623928959964e-07,0,Accrued daily rewards,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-rewards-1680998399.0
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-08,0,5.517735242133498,Accrued daily commission,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-commission-1680998399.0
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-08,0.0013163016198615078,0,Accrued daily rewards,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-rewards-1680998399.0
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-08,0,2.6829338789217396,Accrued daily commission,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-commission-1680998399.0
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-08,0.0013091338865383714,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1680998399.0
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-08,0,225.24819413129902,Accrued daily commission,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-commission-1680998399.0
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-08,74.46129686547434,0,Accrued daily rewards,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-rewards-1680998399.0
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-08,0,67.87306945261066,Accrued daily commission,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-commission-1680998399.0
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-08,6.069456900908996e-10,0,Accrued daily rewards,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-rewards-1680998399.0
cosmos,cosmos13nvnv6q8d3yg7tjeahjzljkqu0y27s8yqd2guk,2023-04-08,0,433.5970498479929,Accrued daily commission,['HAUNVENTURES-COSMOS-01'],ATOM,cosmosvaloper13nvnv6q8d3yg7tjeahjzljkqu0y27s8y9e7as9-commission-1680998399.0
cosmos,cosmos1a3yjj7d3qnx4spgvjcwjq9cw9snrrrhu3rw8nv,2023-04-08,0.001079,0,Claim rewards from proof of stake,['CRYPTO-RELIABILITY-MAINNET'],ATOM,AA14F5BCFD7D132AECC0E2A9FC6D25C426FBBB3091AB6DE6DA263B146C7380CC
cosmos,cosmos1a3yjj7d3qnx4spgvjcwjq9cw9snrrrhu3rw8nv,2023-04-08,0,2426.873624,Claim rewards from proof of stake,['CRYPTO-RELIABILITY-MAINNET'],ATOM,AA14F5BCFD7D132AECC0E2A9FC6D25C426FBBB3091AB6DE6DA263B146C7380CC
cosmos,cosmos13nvnv6q8d3yg7tjeahjzljkqu0y27s8yqd2guk,2023-04-07,0,433.68740162528275,Accrued daily commission,['HAUNVENTURES-COSMOS-01'],ATOM,cosmosvaloper13nvnv6q8d3yg7tjeahjzljkqu0y27s8y9e7as9-commission-1680911999.486952
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-07,0,15.782776148160904,Accrued daily commission,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-commission-1680911999.486952
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-07,0.0012604585916745337,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1680911999.486952
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-07,0,5.489977051328301,Accrued daily commission,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-commission-1680911999.486952
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-07,0.0013096854696719093,0,Accrued daily rewards,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-rewards-1680911999.486952
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-07,0,68.0447403244223,Accrued daily commission,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-commission-1680911999.486952
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-07,6.084819193991412e-10,0,Accrued daily rewards,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-rewards-1680911999.486952
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-07,0,2.7079261338425202,Accrued daily commission,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-commission-1680911999.486952
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-07,0.0013106581578165187,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1680911999.486952
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-07,0,1.1635151178863048,Accrued daily commission,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-commission-1680911999.486952
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-07,3.2244160800200914e-07,0,Accrued daily rewards,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-rewards-1680911999.486952
cosmos,cosmos18fxad5suew67h4upymy0nm36m99k8jfltq2ptp,2023-04-07,22.707946612994345,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1680911999.486952
cosmos,cosmos1nwqx9h5fuctqd56h0kjpyyrgk3v4sg9m4fcs9v,2023-04-07,31.511464791864395,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1680911999.486952
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-07,0,225.1185536752057,Accrued daily commission,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-commission-1680911999.486952
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-07,74.52925965275705,0,Accrued daily rewards,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-rewards-1680911999.486952
cosmos,cosmos1yn0dfvvxaalfmrd6eulgfw0efre4zmmnhwmxyk,2023-04-07,295.8214625565014,0,Accrued daily rewards,[],ATOM,cosmosvaloper1crqm3598z6qmyn2kkcl9dz7uqs4qdqnr6s8jdn-rewards-1680911999.486952
cosmos,cosmos1nwqx9h5fuctqd56h0kjpyyrgk3v4sg9m4fcs9v,2023-04-07,31.511464791864395,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1680911999.0
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-07,0,15.782776148160904,Accrued daily commission,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-commission-1680911999.0
cosmos,cosmos1keltez56g3zm9w8wr8gcmmulze48g2q3eygmtt,2023-04-07,0.0012604585916745337,0,Accrued daily rewards,['CRYPT0-COSMOS'],ATOM,cosmosvaloper1keltez56g3zm9w8wr8gcmmulze48g2q3usuw8c-rewards-1680911999.0
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-07,0,1.1635151178863048,Accrued daily commission,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-commission-1680911999.0
cosmos,cosmos1c4k24jzduc365kywrsvf5ujz4ya6mwymy8vq4q,2023-04-07,3.2244160800200914e-07,0,Accrued daily rewards,['CRYPTO-RELIABILITY-MAINNET'],ATOM,cosmosvaloper1c4k24jzduc365kywrsvf5ujz4ya6mwympnc4en-rewards-1680911999.0
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-07,0,5.489977051328301,Accrued daily commission,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-commission-1680911999.0
cosmos,cosmos122j3zmqdl6d2g64qmjuqzj65gfejsvjp22s27q,2023-04-07,0.0013096854696719093,0,Accrued daily rewards,['COS_VALIDATOR'],ATOM,cosmosvaloper122j3zmqdl6d2g64qmjuqzj65gfejsvjp07yljn-rewards-1680911999.0
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-07,0,2.7079261338425202,Accrued daily commission,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-commission-1680911999.0
cosmos,cosmos1ha8d55747h8hsaluvz8ld88n24nfaw68xjpnfe,2023-04-07,0.0013106581578165187,0,Accrued daily rewards,['LIGHTNINGCAPITAL-COSMOS-01'],ATOM,cosmosvaloper1ha8d55747h8hsaluvz8ld88n24nfaw68rx4x92-rewards-1680911999.0
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-07,0,225.1185536752057,Accrued daily commission,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-commission-1680911999.0
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-07,74.52925965275705,0,Accrued daily rewards,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-rewards-1680911999.0
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-07,0,68.0447403244223,Accrued daily commission,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-commission-1680911999.0
cosmos,cosmos19rmlxkqjt950fxl849l49x0me56u9tkd38q8ke,2023-04-07,6.084819193991412e-10,0,Accrued daily rewards,['ROADCAPITAL-COSMOS-01'],ATOM,cosmosvaloper19rmlxkqjt950fxl849l49x0me56u9tkd5n5j62-rewards-1680911999.0
cosmos,cosmos13nvnv6q8d3yg7tjeahjzljkqu0y27s8yqd2guk,2023-04-07,0,433.68740162528275,Accrued daily commission,['HAUNVENTURES-COSMOS-01'],ATOM,cosmosvaloper13nvnv6q8d3yg7tjeahjzljkqu0y27s8y9e7as9-commission-1680911999.0
cosmos,cosmos1a3yjj7d3qnx4spgvjcwjq9cw9snrrrhu3rw8nv,2023-04-07,0.001081,0,Claim rewards from proof of stake,['CRYPTO-RELIABILITY-MAINNET'],ATOM,A9990C99D7CBFDE69E3F63D752FA73E9155B9978011DA3B7F501B87500BC1C40
cosmos,cosmos1a3yjj7d3qnx4spgvjcwjq9cw9snrrrhu3rw8nv,2023-04-07,0,2429.742382,Claim rewards from proof of stake,['CRYPTO-RELIABILITY-MAINNET'],ATOM,A9990C99D7CBFDE69E3F63D752FA73E9155B9978011DA3B7F501B87500BC1C40
cosmos,cosmos1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u0tvx7u,2023-04-06,0,225.44834583265592,Accrued daily commission,[],ATOM,cosmosvaloper1sjllsnramtg3ewxqwwrwjxfgc4n4ef9u2lcnj0-commission-1680825599.0894
